date,tier1_organizer,tier1_type,tier1_location,tier1_registration,tier2_organizer,tier2_type,tier2_calendar_type,tier2_location,match_found,similarity_score,normalized_tier1,normalized_tier2,notes
2025-09-29 00:00:00,"KNJV Provincie OverijsselStichting Jachthondentraining NW Overijsseli.s.m: Jagersvereniging Groningen, Drenthe, Friesland en Overijssel",MAP,RIOS GenemuidenLage VlaktewegGenemuidenAanvang: 8.00,vanaf 21-07-2025 19:00,Nederlandse Grote Munsterlander Vereniging [email protected],Veldwedstrijd,Veldwedstrijd,Nieuw Pekela J.R Stuutstraat F84 9663 SJ Nieuwe Pekela Aanvang: 9.00,YES,0.900,knjv provincie overijsselstichting jachthondentraining nw overijsselism jagersvereniging groningen drenthe friesland en overijssel,nederlandse grote munsterlander vereniging email protected,Potential match
2025-09-29 00:00:00,"KNJV Provincie OverijsselStichting Jachthondentraining NW Overijsseli.s.m: Jagersvereniging Groningen, Drenthe, Friesland en Overijssel",MAP,RIOS GenemuidenLage VlaktewegGenemuidenAanvang: 8.00,vanaf 21-07-2025 19:00,Stichting Jachthonden Brabant West [email protected],MAP,Jachthondenproef,Klundert Molenvliet 7 4791 GB Klundert Aanvang: 7.30,YES,0.938,knjv provincie overijsselstichting jachthondentraining nw overijsselism jagersvereniging groningen drenthe friesland en overijssel,stichting jachthonden brabant west email protected,Potential match
2025-09-29 00:00:00,"KNJV Provincie OverijsselStichting Jachthondentraining NW Overijsseli.s.m: Jagersvereniging Groningen, Drenthe, Friesland en Overijssel",MAP,RIOS GenemuidenLage VlaktewegGenemuidenAanvang: 8.00,vanaf 21-07-2025 19:00,"KNJV Provincie Overijssel Stichting Jachthondentraining NW Overijssel i.s.m: Jagersvereniging Groningen, Drenthe, Friesland en Overijssel [email protected]",MAP,Jachthondenproef,RIOS Genemuiden Lage Vlakteweg Genemuiden Aanvang: 8.00,YES,0.878,knjv provincie overijsselstichting jachthondentraining nw overijsselism jagersvereniging groningen drenthe friesland en overijssel,knjv provincie overijssel stichting jachthondentraining nw overijssel ism jagersvereniging groningen drenthe friesland en overijssel email protected,Potential match
2025-09-29 00:00:00,Nederlandse Grote Munsterlander Vereniging,veldwedstrijd,Nieuw PekelaJ.R Stuutstraat F849663 SJ Nieuwe PekelaAanvang: 9.00,Inschrijven,Bracco Italiano Club [email protected],Veldwedstrijd,Veldwedstrijd,Onstwedde Onstwedde,YES,0.857,nederlandse grote munsterlander vereniging,bracco italiano club email protected,Potential match
2025-09-29 00:00:00,Nederlandse Grote Munsterlander Vereniging,veldwedstrijd,Nieuw PekelaJ.R Stuutstraat F849663 SJ Nieuwe PekelaAanvang: 9.00,Inschrijven,Nederlandse Grote Munsterlander Vereniging [email protected],Veldwedstrijd,Veldwedstrijd,Nieuw Pekela J.R Stuutstraat F84 9663 SJ Nieuwe Pekela Aanvang: 9.00,YES,0.724,nederlandse grote munsterlander vereniging,nederlandse grote munsterlander vereniging email protected,Potential match
2025-09-29 00:00:00,Nederlandse Grote Munsterlander Vereniging,veldwedstrijd,Nieuw PekelaJ.R Stuutstraat F849663 SJ Nieuwe PekelaAanvang: 9.00,Inschrijven,Stichting Jachthonden Brabant West [email protected],MAP,Jachthondenproef,Klundert Molenvliet 7 4791 GB Klundert Aanvang: 7.30,YES,0.800,nederlandse grote munsterlander vereniging,stichting jachthonden brabant west email protected,Potential match
2025-09-29 00:00:00,Nederlandse Grote Munsterlander Vereniging,veldwedstrijd,Nieuw PekelaJ.R Stuutstraat F849663 SJ Nieuwe PekelaAanvang: 9.00,Inschrijven,"KNJV Provincie Overijssel Stichting Jachthondentraining NW Overijssel i.s.m: Jagersvereniging Groningen, Drenthe, Friesland en Overijssel [email protected]",MAP,Jachthondenproef,RIOS Genemuiden Lage Vlakteweg Genemuiden Aanvang: 8.00,NO,0.277,nederlandse grote munsterlander vereniging,knjv provincie overijssel stichting jachthondentraining nw overijssel ism jagersvereniging groningen drenthe friesland en overijssel email protected,Low similarity
2025-09-30 00:00:00,Bracco Italiano Club,veldwedstrijd,Bellingwolde,Inschrijven,Bracco Italiano Club [email protected],Veldwedstrijd,Veldwedstrijd,Bellingwolde,YES,0.556,bracco italiano club,bracco italiano club email protected,Potential match
2025-10-01 00:00:00,Continentale Staande honden Vereeniging,veldwedstrijd,St. AnnalandAanvang: 8.30,Inschrijven,Continentale Staande honden Vereeniging [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland Aanvang: 8.30,YES,0.709,continentale staande honden vereeniging,continentale staande honden vereeniging email protected,Potential match
2025-10-02 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,HeijningenAanvang: 9 UUR,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Heijningen Aanvang: 9 UUR,YES,0.686,vereniging de drentsche patrijshond,vereniging de drentsche patrijshond email protected,Potential match
2025-10-02 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,HeijningenAanvang: 9 UUR,Inschrijven,Epagneul Breton Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Kloosterzande Aanvang: 9.00,YES,0.630,vereniging de drentsche patrijshond,epagneul breton club nederland email protected,Potential match
2025-10-02 00:00:00,Epagneul Breton Club Nederland,veldwedstrijd,KloosterzandeAanvang: 9.00,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Heijningen Aanvang: 9 UUR,YES,0.510,epagneul breton club nederland,vereniging de drentsche patrijshond email protected,Potential match
2025-10-02 00:00:00,Epagneul Breton Club Nederland,veldwedstrijd,KloosterzandeAanvang: 9.00,Inschrijven,Epagneul Breton Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Kloosterzande Aanvang: 9.00,YES,0.652,epagneul breton club nederland,epagneul breton club nederland email protected,Potential match
2025-10-03 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Anjum, Friesland",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Anjum, Friesland",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-03 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Anjum, Friesland",Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Grathem,YES,0.650,nederlandse vereniging langhaar,nederlandse pointer club email protected,Potential match
2025-10-03 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Anjum, Friesland",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Anjum, Friesland Aanvang: 09.00",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-03 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Grathem,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Anjum, Friesland",NO,0.468,nederlandse pointer club,nederlandse vereniging langhaar email protected,Potential match
2025-10-03 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Grathem,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Grathem,YES,0.600,nederlandse pointer club,nederlandse pointer club email protected,Potential match
2025-10-03 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Grathem,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Anjum, Friesland Aanvang: 09.00",NO,0.468,nederlandse pointer club,nederlandse vereniging langhaar email protected,Potential match
2025-10-03 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Anjum, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Anjum, Friesland",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-03 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Anjum, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Grathem,YES,0.650,nederlandse vereniging langhaar,nederlandse pointer club email protected,Potential match
2025-10-03 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Anjum, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Anjum, Friesland Aanvang: 09.00",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.686,vereniging vrienden duits draadhaar,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,YES,0.566,vereniging vrienden duits draadhaar,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.723,vereniging vrienden duits draadhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.723,vereniging vrienden duits draadhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.660,vereniging vrienden duits draadhaar,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,YES,0.507,vereniging vrienden duits draadhaar,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,Beesterzwaag,Inschrijven,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.627,vereniging vrienden duits draadhaar,werkende flatcoated retriever groep email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.588,jachthondenopleiding t hogeland,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,NO,0.472,jachthondenopleiding t hogeland,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.638,jachthondenopleiding t hogeland,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.638,jachthondenopleiding t hogeland,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.660,jachthondenopleiding t hogeland,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,NO,0.448,jachthondenopleiding t hogeland,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Jachthondenopleiding 't Hogeland,MAP,Bosplan BiessumDamlaan9931 TE DelfzijlAanvang: 07.00,vanaf 26-07-2025 19:00,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.529,jachthondenopleiding t hogeland,werkende flatcoated retriever groep email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.922,nederlandse vereniging van heidewachtel liefhebbers,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,YES,0.792,nederlandse vereniging van heidewachtel liefhebbers,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.922,nederlandse vereniging van heidewachtel liefhebbers,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.922,nederlandse vereniging van heidewachtel liefhebbers,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.843,nederlandse vereniging van heidewachtel liefhebbers,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,YES,0.761,nederlandse vereniging van heidewachtel liefhebbers,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,MAP,Het HulsbeekOldenzaalAanvang: 08.00,vanaf 26-07-2025 19:00,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.863,nederlandse vereniging van heidewachtel liefhebbers,werkende flatcoated retriever groep email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.706,parson russell terrier club nederland,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,YES,0.698,parson russell terrier club nederland,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.723,parson russell terrier club nederland,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.723,parson russell terrier club nederland,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.660,parson russell terrier club nederland,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,YES,0.522,parson russell terrier club nederland,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Parson Russell Terrier Club Nederland,veldwedstrijd,EchtAanvang: 08:30,Inschrijven,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.608,parson russell terrier club nederland,werkende flatcoated retriever groep email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.608,nederlandse vereniging langhaar,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,NO,0.491,nederlandse vereniging langhaar,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.617,nederlandse vereniging langhaar,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,NO,0.463,nederlandse vereniging langhaar,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.569,nederlandse vereniging langhaar,werkende flatcoated retriever groep email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.608,nederlandse vereniging langhaar,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,NO,0.491,nederlandse vereniging langhaar,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.617,nederlandse vereniging langhaar,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,NO,0.463,nederlandse vereniging langhaar,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,"Ferwert, FrieslandAanvang: 09.00",Inschrijven,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.569,nederlandse vereniging langhaar,werkende flatcoated retriever groep email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Beesterzwaag,YES,0.627,werkende flatcoated retriever groep,vereniging vrienden duits draadhaar email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Parson Russell Terrier Club Nederland [email protected],Veldwedstrijd,Veldwedstrijd,Echt Aanvang: 08:30,YES,0.566,werkende flatcoated retriever groep,parson russell terrier club nederland email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.681,werkende flatcoated retriever groep,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,"Ferwert, Friesland Aanvang: 09.00",YES,0.681,werkende flatcoated retriever groep,nederlandse vereniging langhaar email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Jachthondenopleiding 't Hogeland [email protected],MAP,Jachthondenproef,Bosplan Biessum Damlaan 9931 TE Delfzijl Aanvang: 07.00,YES,0.660,werkende flatcoated retriever groep,jachthondenopleiding t hogeland email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],MAP,Jachthondenproef,Het Hulsbeek Oldenzaal Aanvang: 08.00,YES,0.507,werkende flatcoated retriever groep,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-10-04 00:00:00,Werkende Flatcoated Retriever Groep,MAP,BerlicumAanvang: 8.00,vanaf 26-07-2025 19:00,Werkende Flatcoated Retriever Groep [email protected],MAP,Jachthondenproef,Berlicum Aanvang: 8.00,YES,0.686,werkende flatcoated retriever groep,werkende flatcoated retriever groep email protected,Potential match
2025-10-05 00:00:00,Jhs. St. Hubertus,MAP,KC Delfttandhofdreef 102623 EX DELFT,vanaf 27-07-2025 19:00,Jhs. St. Hubertus [email protected],MAP,Jachthondenproef,KC Delft tandhofdreef 10 2623 EX DELFT,NO,0.484,jhs st hubertus,jhs st hubertus email protected,Potential match
2025-10-05 00:00:00,Jhs. St. Hubertus,MAP,KC Delfttandhofdreef 102623 EX DELFT,vanaf 27-07-2025 19:00,Stichting Jachthonden Noord-Limburg [email protected],MAP,Jachthondenproef,Reuver Drakenrijkstraat 5953TR Reuver Aanvang: 8:00,NO,0.300,jhs st hubertus,stichting jachthonden noordlimburg email protected,Low similarity
2025-10-05 00:00:00,Stichting Jachthonden Noord-Limburg,MAP,ReuverDrakenrijkstraat5953TR ReuverAanvang: 8:00,vanaf 27-07-2025 19:00,Jhs. St. Hubertus [email protected],MAP,Jachthondenproef,KC Delft tandhofdreef 10 2623 EX DELFT,YES,0.824,stichting jachthonden noordlimburg,jhs st hubertus email protected,Potential match
2025-10-05 00:00:00,Stichting Jachthonden Noord-Limburg,MAP,ReuverDrakenrijkstraat5953TR ReuverAanvang: 8:00,vanaf 27-07-2025 19:00,Stichting Jachthonden Noord-Limburg [email protected],MAP,Jachthondenproef,Reuver Drakenrijkstraat 5953TR Reuver Aanvang: 8:00,YES,0.680,stichting jachthonden noordlimburg,stichting jachthonden noordlimburg email protected,Potential match
2025-10-08 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,Westernieland,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Westernieland,YES,0.686,vereniging de drentsche patrijshond,vereniging de drentsche patrijshond email protected,Potential match
2025-10-08 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,Westernieland,Inschrijven,Continentale Staande honden Vereeniging [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland Aanvang: 8.30,YES,0.618,vereniging de drentsche patrijshond,continentale staande honden vereeniging email protected,Potential match
